Cod_ibge;Mun;Município_base;Regional;Lat;Long;Unidade_Nome;Unidade
3547700;SANTO ANASTÁCIO;Santo Anastácio;Regional PresidenteVenceslau;-51,719953;-22,032051;CASA DE AGRICULTURA DE Santo Anastácio;CA
3547908;SANTO ANTÔNIO DA ALEGRIA;Santo Antônio da Alegria;Regional Franca;-47,183556;-20,947447;CASA DE AGRICULTURA DE Santo Antônio da Alegria;CA
3548005;SANTO ANTÔNIO DE POSSE;Santo Antônio de Posse;Regional Mogi Mirim;-46,966644;-22,610575;CASA DE AGRICULTURA DE Santo Antônio de Posse;CA
3548054;SANTO ANTÔNIO DO ARACANGUÁ;Santo Antônio do Aracanguá;Regional General Salgado;-50,564987;-20,864661;CASA DE AGRICULTURA DE Santo Antônio do Aracanguá;CA
3548104;SANTO ANTÔNIO DO JARDIM;Santo Antônio do Jardim;Regional São João da Boa Vista;-46,690229;-22,128856;CASA DE AGRICULTURA DE Santo Antônio do Jardim;CA
3548203;SANTO ANTÔNIO DO PINHAL;Santo Antônio do Pinhal;Regional Pindamonhangaba;-45,697753;-22,844701;CASA DE AGRICULTURA DE Santo Antônio do Pinhal;CA
3548302;SANTO EXPEDITO;Santo Expedito;Regional Presidente Prudente;-51,377098;-21,83343;CASA DE AGRICULTURA DE Santo Expedito;CA
3548401;SANTÓPOLIS DO AGUAPEÍ;Santópolis do Aguapeí;Regional Araçatuba;-50,532946;-21,66028;CASA DE AGRICULTURA DE Santópolis do Aguapeí;CA
3548500;SANTOS;Santos;Regional São Paulo;-46,349656;-23,977624;CASA DE AGRICULTURA DE Santos;CA
3548609;SÃO BENTO DO SAPUCAÍ;São Bento do Sapucaí;Regional Pindamonhangaba;-45,681131;-22,698459;CASA DE AGRICULTURA DE São Bento do Sapucaí;CA
3548906;SÃO CARLOS;São Carlos;Regional Araraquara;-47,908283;-21,879904;CASA DE AGRICULTURA DE São Carlos;CA
3549003;SÃO FRANCISCO;São Francisco;Regional Jales;-50,669577;-20,374414;CASA DE AGRICULTURA DE São Francisco;CA
3549102;SÃO JOÃO DA BOA VISTA;São João da Boa Vista;Regional São João da Boa Vista;-46,802984;-21,967209;CASA DE AGRICULTURA DE São João da Boa Vista;CA
3549201;SÃO JOÃO DAS DUAS PONTES;São João das Duas Pontes;Regional Fernandópolis;-50,379653;-20,409425;CASA DE AGRICULTURA DE São João das Duas Pontes;CA
3549250;SÃO JOÃO DE IRACEMA;São João de Iracema;Regional General Salgado;-50,359558;-20,52399;CASA DE AGRICULTURA DE São João de Iracema;CA
3549300;SÃO JOÃO DO PAU D'ALHO;São João do Pau D´alho;Regional Dracena;-51,679458;-21,250877;CASA DE AGRICULTURA DE São João do Pau d'Alho;CA
3549409;SÃO JOAQUIM DA BARRA;São Joaquim da Barra;Regional Orlândia;-47,957384;-20,541691;CASA DE AGRICULTURA DE São Joaquim da Barra;CA
3549508;SÃO JOSÉ DA BELA VISTA;São José da Bela Vista;Regional Franca;-47,635735;-20,588607;CASA DE AGRICULTURA DE São José da Bela Vista;CA
3549607;SÃO JOSÉ DO BARREIRO;São José do Barreiro;Regional Guaratinguetá;-44,58035;-22,780124;CASA DE AGRICULTURA DE São José do Barreiro;CA
3549706;SÃO JOSÉ DO RIO PARDO;São José do Rio Pardo;Regional São João da Boa Vista;-46,896712;-21,593862;CASA DE AGRICULTURA DE São José do Rio Pardo;CA
3549805;SÃO JOSÉ DO RIO PRETO;São José do Rio Preto;Regional São José do Rio Preto;-49,362207;-20,789169;CASA DE AGRICULTURA DE São José do Rio Preto;CA
3549904;SÃO JOSÉ DOS CAMPOS;São José dos Campos;Regional Pindamonhangaba;-46,047382;-22,904098;CASA DE AGRICULTURA DE São José dos Campos;CA
3550001;SÃO LUÍZ DO PARAITINGA;São Luiz do Paraitinga;Regional Pindamonhangaba;-45,240726;-23,268939;CASA DE AGRICULTURA DE São Luiz do Paraitinga;CA
3550100;SÃO MANUEL;São Manuel;Regional Botucatu;-48,582534;-22,702655;CASA DE AGRICULTURA DE São Manuel;CA
3550209;SÃO MIGUEL ARCANJO;São Miguel Arcanjo;Regional Itapetininga;-48,007434;-23,936206;CASA DE AGRICULTURA DE São Miguel Arcanjo;CA
3550308;SÃO PAULO;São Paulo;Regional São Paulo;-46,76089;-23,536258;CASA DE AGRICULTURA DE São Paulo;CA
3550407;SÃO PEDRO;São Pedro;Regional Piracicaba;-47,936399;-22,555776;CASA DE AGRICULTURA DE São Pedro;CA
3550506;SÃO PEDRO DO TURVO;São Pedro do Turvo;Regional Ourinhos;-49,749302;-22,680795;CASA DE AGRICULTURA DE São Pedro do Turvo;CA
3550605;SÃO ROQUE;São Roque;Regional Sorocaba;-47,108061;-23,538981;CASA DE AGRICULTURA DE São Roque;CA
3550704;SÃO SEBASTIÃO;São Sebastião;Regional Pindamonhangaba;-45,618851;-23,770038;CASA DE AGRICULTURA DE São Sebastião;CA
3550803;SÃO SEBASTIÃO DA GRAMA;São Sebastião da Grama;Regional São João da Boa Vista;-46,756305;-21,747948;CASA DE AGRICULTURA DE São Sebastião da Grama;CA
3550902;SÃO SIMÃO;São Simão;Regional Ribeirão Preto;-47,59811;-21,467678;CASA DE AGRICULTURA DE São Simão;CA
3551108;SARAPUÍ;Sarapuí;Regional Itapetininga;-47,777421;-23,648628;CASA DE AGRICULTURA DE Sarapuí;CA
3551207;SARUTAIÁ;Sarutaiá;Regional Ourinhos;-49,48572;-23,254594;CASA DE AGRICULTURA DE Sarutaiá;CA
3551306;SEBASTIANÓPOLIS DO SUL;Sebastianópolis do Sul;Regional General Salgado;-49,911283;-20,636858;CASA DE AGRICULTURA DE Sebastianópolis do Sul;CA
3551405;SERRA AZUL;Serra Azul;Regional Ribeirão Preto;-47,558822;-21,303584;CASA DE AGRICULTURA DE Serra Azul;CA
3551603;SERRA NEGRA;Serra Negra;Regional Bragança Paulista;-46,704458;-22,577794;CASA DE AGRICULTURA DE Serra Negra;CA
3551702;SERTÃOZINHO;Sertãozinho;Regional Ribeirão Preto;-48,026813;-21,101173;CASA DE AGRICULTURA DE Sertãozinho;CA
3551801;SETE BARRAS;Sete Barras;Regional Registro;-47,935642;-24,313262;CASA DE AGRICULTURA DE Sete Barras;CA
3551900;SEVERÍNIA;Severínia;Regional Barretos;-48,796831;-20,782646;CASA DE AGRICULTURA DE Severínia;CA
3552007;SILVEIRAS;Silveiras;Regional Guaratinguetá;-44,835197;-22,772449;CASA DE AGRICULTURA DE Silveiras;CA
3552106;SOCORRO;Socorro;Regional Bragança Paulista;-46,561266;-22,463508;CASA DE AGRICULTURA DE Socorro;CA
3552205;SOROCABA;Sorocaba;Regional Sorocaba;-47,437818;-23,465637;CASA DE AGRICULTURA DE Sorocaba;CA
3552304;SUD MENNUCCI;Sud Mennucci;Regional General Salgado;-50,903991;-20,684348;CASA DE AGRICULTURA DE Sud Mennucci;CA
3552403;SUMARÉ;Sumaré;Regional Campinas;-47,270531;-22,835289;CASA DE AGRICULTURA DE Sumaré;CA
3552551;SUZANÁPOLIS;Suzanápolis;Regional Andradina;-51,034991;-20,498451;CASA DE AGRICULTURA DE Suzanápolis;CA
3552502;SUZANO;Suzano;Regional Mogi das Cruzes;-46,323537;-23,628657;CASA DE AGRICULTURA DE Suzano;CA
3552601;TABAPUÃ;Tabapuã;Regional Catanduva;-49,012962;-20,934074;CASA DE AGRICULTURA DE Tabapuã;CA
3552700;TABATINGA;Tabatinga;Regional Araraquara;-48,62208;-21,724185;CASA DE AGRICULTURA DE Tabatinga;CA
3552908;TACIBA;Taciba;Regional Presidente Prudente;-51,341467;-22,51095;CASA DE AGRICULTURA DE Taciba;CA
3553005;TAGUAÍ;Taguaí;Regional Ourinhos;-49,39849;-23,462163;CASA DE AGRICULTURA DE Taguaí;CA
3553104;TAIAÇU;Taiaçu;Regional Jaboticabal;-48,5349;-21,128518;CASA DE AGRICULTURA DE Taiaçu;CA
3553203;TAIÚVA;Taiúva;Regional Jaboticabal;-48,416207;-21,13963;CASA DE AGRICULTURA DE Taiúva;CA
3553302;TAMBAÚ;Tambaú;Regional São João da Boa Vista;-47,241302;-21,5976;CASA DE AGRICULTURA DE Tambaú;CA
3553401;TANABI;Tanabi;Regional São José do Rio Preto;-49,684598;-20,517943;CASA DE AGRICULTURA DE Tanabi;CA
3553500;TAPIRAÍ;Tapiraí;Regional Sorocaba;-47,634722;-24,006892;CASA DE AGRICULTURA DE Tapiraí;CA
3553609;TAPIRATIBA;Tapiratiba;Regional São João da Boa Vista;-46,624722;-21,418405;CASA DE AGRICULTURA DE Tapiratiba;CA
3553658;TAQUARAL;Taquaral;Regional Barretos;-48,389615;-21,061034;CASA DE AGRICULTURA DE Taquaral;CA
3553708;TAQUARITINGA;Taquaritinga;Regional Jaboticabal;-48,517488;-21,440146;CASA DE AGRICULTURA DE Taquaritinga;CA
3553807;TAQUARITUBA;Taquarituba;Regional Avaré;-49,240542;-23,534796;CASA DE AGRICULTURA DE Taquarituba;CA
3553856;TAQUARIVAÍ;Taquarivaí;Regional Itapeva;-48,663303;-23,936319;CASA DE AGRICULTURA DE Taquarivaí;CA
3553906;TARABAI;Tarabaí;Regional Presidente Prudente;-51,631753;-22,381402;CASA DE AGRICULTURA DE Tarabai;CA
3553955;TARUMÃ;Tarumã;Regional Assis;-50,606168;-22,770959;CASA DE AGRICULTURA DE Tarumã;CA
3554003;TATUÍ;Tatuí;Regional Itapetininga;-47,887916;-23,3511;CASA DE AGRICULTURA DE Tatuí;CA
3554102;TAUBATÉ;Taubaté;Regional Pindamonhangaba;-45,509271;-23,119125;CASA DE AGRICULTURA DE Taubaté;CA
3554201;TEJUPÁ;Tejupá;Regional Ourinhos;-49,306397;-23,336159;CASA DE AGRICULTURA DE Tejupá;CA
3554300;TEODORO SAMPAIO;Teodoro Sampaio;Regional PresidenteVenceslau;-52,395941;-22,453497;CASA DE AGRICULTURA DE Teodoro Sampaio;CA
3554409;TERRA ROXA;Terra Roxa;Regional Barretos;-48,345563;-20,767609;CASA DE AGRICULTURA DE Terra Roxa;CA
3554508;TIETÊ;Tietê;Regional Piracicaba;-47,703358;-23,040842;CASA DE AGRICULTURA DE Tietê;CA
3554607;TIMBURI;Timburi;Regional Ourinhos;-49,622325;-23,189654;CASA DE AGRICULTURA DE Timburi;CA
3554656;TORRE DE PEDRA;Torre de Pedra;Regional Itapetininga;-48,204954;-23,239324;CASA DE AGRICULTURA DE Torre de Pedra;CA
3554706;TORRINHA;Torrinha;Regional Jaú;-48,167209;-22,44633;CASA DE AGRICULTURA DE Torrinha;CA
3554805;TREMEMBÉ;Tremembé;Regional Pindamonhangaba;-45,60445;-22,958211;CASA DE AGRICULTURA DE Tremembé;CA
3554904;TRÊS FRONTEIRAS;Três Fronteiras;Regional Jales;-50,874415;-20,296581;CASA DE AGRICULTURA DE Três Fronteiras;CA
3554953;TUIUTI;Tuiuti;Regional Bragança Paulista;-46,697889;-22,831029;CASA DE AGRICULTURA DE Tuiuti;CA
3555000;TUPÃ;Tupã;Regional Tupã;-50,541841;-21,956569;CASA DE AGRICULTURA DE Tupã;CA
3555109;TUPI PAULISTA;Tupi Paulista;Regional Dracena;-51,601271;-21,405316;CASA DE AGRICULTURA DE Tupi Paulista;CA
3555208;TURIÚBA;Turiúba;Regional General Salgado;-50,100019;-20,935302;CASA DE AGRICULTURA DE Turiúba;CA
3555307;TURMALINA;Turmalina;Regional Fernandópolis;-50,450362;-20,077714;CASA DE AGRICULTURA DE Turmalina;CA
3555356;UBARANA;Ubarana;Regional São José do Rio Preto;-49,740335;-21,221695;CASA DE AGRICULTURA DE Ubarana;CA
3555406;UBATUBA;Ubatuba;Regional Pindamonhangaba;-45,013022;-23,424839;CASA DE AGRICULTURA DE Ubatuba;CA
3555505;UBIRAJARA;Ubirajara;Regional Bauru;-49,667122;-22,54689;CASA DE AGRICULTURA DE Ubirajara;CA
3555604;UCHOA;Uchoa;Regional Catanduva;-49,161259;-20,922365;CASA DE AGRICULTURA DE Uchoa;CA
3555703;UNIÃO PAULISTA;União Paulista;Regional General Salgado;-49,897433;-20,89039;CASA DE AGRICULTURA DE União Paulista;CA
3555802;URÂNIA;Urânia;Regional Jales;-50,657254;-20,2015;CASA DE AGRICULTURA DE Urânia;CA
3555901;URU;Uru;Regional Lins;-49,317132;-21,754238;CASA DE AGRICULTURA DE Uru;CA
3556008;URUPÊS;Urupês;Regional Catanduva;-49,26194;-21,207789;CASA DE AGRICULTURA DE Urupês;CA
3556107;VALENTIM GENTIL;Valentim Gentil;Regional Votuporanga;-50,115665;-20,408388;CASA DE AGRICULTURA DE Valentim Gentil;CA
3556206;VALINHOS;Valinhos;Regional Campinas;-46,981704;-22,979487;CASA DE AGRICULTURA DE Valinhos;CA
3556305;VALPARAÍSO;Valparaíso;Regional Andradina;-50,947758;-21,196977;CASA DE AGRICULTURA DE Valparaíso;CA
3556354;VARGEM;Vargem;Regional Bragança Paulista;-46,414059;-22,899675;CASA DE AGRICULTURA DE Vargem;CA
3556404;VARGEM GRANDE DO SUL;Vargem Grande do Sul;Regional São João da Boa Vista;-46,878933;-21,866025;CASA DE AGRICULTURA DE Vargem Grande do Sul;CA
3556602;VERA CRUZ;Vera Cruz;Regional Marília;-49,830501;-22,218667;CASA DE AGRICULTURA DE Vera Cruz;CA
3556701;VINHEDO;Vinhedo;Regional Campinas;-46,976348;-23,054658;CASA DE AGRICULTURA DE Vinhedo;CA
3556800;VIRADOURO;Viradouro;Regional Barretos;-48,308125;-20,880921;CASA DE AGRICULTURA DE Viradouro;CA
3556909;VISTA ALEGRE DO ALTO;Vista Alegre do Alto;Regional Jaboticabal;-48,650955;-21,171722;CASA DE AGRICULTURA DE Vista Alegre do Alto;CA
3556958;VITÓRIA BRASIL;Vitória Brasil;Regional Jales;-50,480383;-20,199311;CASA DE AGRICULTURA DE Vitória Brasil;CA
3557105;VOTUPORANGA;Votuporanga;Regional Votuporanga;-50,002808;-20,444913;CASA DE AGRICULTURA DE Votuporanga;CA
3557154;ZACARIAS;Zacarias;Regional General Salgado;-50,053351;-21,103363;CASA DE AGRICULTURA DE Zacarias;CA
3500105;ADAMANTINA;Adamantina;Regional Dracena;-51,180608;-21,710163;Apta Regional;APTA
3502101;ANDRADINA;Andradina;Regional Andradina;-51,306116;-20,881542;Apta Regional;APTA
3504008;ASSIS;Assis;Regional Assis;-50,438082;-22,575146;Apta Regional;APTA
3506003;BAURU;Bauru;Regional Bauru;-49,116763;-22,227981;Apta Regional;APTA
3507902;BROTAS;Brotas;Regional Jaú;-48,108428;-22,288738;Apta Regional;APTA
3512001;COLINA;Colina;Regional Barretos;-48,589922;-20,727846;Apta Regional;APTA
3516606;GÁLIA;Gália;Regional Marília;-49,576663;-22,319109;Apta Regional;APTA
3522307;ITAPETININGA;Itapetininga;Regional Itapetininga;-48,107426;-23,636901;Apta Regional;APTA
3529005;MARÍLIA;Marília;Regional Marília;-49,966675;-22,185099;Apta Regional;APTA
3531209;MONTE ALEGRE DO SUL;Monte Alegre do Sul;Regional Bragança Paulista;-46,678625;-22,699268;Apta Regional;APTA
3536208;PARIQUERA-AÇU;Pariquera-Açu;Regional Registro;-47,844298;-24,704064;Apta Regional;APTA
3538006;PINDAMONHANGABA;Pindamonhangaba;Regional Pindamonhangaba;-45,492104;-22,906833;Apta Regional;APTA
3538105;PINDORAMA;Pindorama;Regional Catanduva;-48,921721;-21,193672;Apta Regional;APTA
3538709;PIRACICABA;Piracicaba;Regional Piracicaba;-47,795846;-22,707734;Apta Regional;APTA
3541406;PRESIDENTE PRUDENTE;Presidente Prudente;Regional Presidente Prudente;-51,359536;-21,982908;Apta Regional;APTA
3550605;SÃO ROQUE;São Roque;Regional Sorocaba;-47,108061;-23,538981;Apta Regional;APTA
3554508;TIETÊ;Tietê;Regional Piracicaba;-47,703358;-23,040842;Apta Regional;APTA
3555406;UBATUBA;Ubatuba;Regional Pindamonhangaba;-45,013022;-23,424839;Apta Regional;APTA
3509502;CAMPINAS;Campinas;Regional Campinas;-47,033004;-22,885107;Instituto Agronômico - IAC;IAC
3510203;CAPÃO BONITO;Capão Bonito;Regional Itapetininga;-48,26821;-24,062897;Instituto Agronômico - IAC;IAC
3512407;CORDEIRÓPOLIS;Cordeirópolis;Regional Limeira;-47,405037;-22,475084;Instituto Agronômico - IAC;IAC
3523206;ITARARÉ;Itararé;Regional Itapeva;-49,318776;-24,118538;Instituto Agronômico - IAC;IAC
3525300;JAÚ;Jaú;Regional Jaú;-48,537574;-22,298576;Instituto Agronômico - IAC;IAC
3525904;JUNDIAÍ;Jundiaí;Regional Campinas;-46,914069;-23,205025;Instituto Agronômico - IAC;IAC
3530508;MOCOCA;Mococa;Regional São João da Boa Vista;-47,010076;-21,445977;Instituto Agronômico - IAC;IAC
3538105;PINDORAMA;Pindorama;Regional Catanduva;-48,921721;-21,193672;Instituto Agronômico - IAC;IAC
3543402;RIBEIRÃO PRETO;Ribeirão Preto;Regional Ribeirão Preto;-47,816807;-21,215094;Instituto Agronômico - IAC;IAC
3554003;TATUÍ;Tatuí;Regional Itapetininga;-47,887916;-23,3511;Instituto Agronômico - IAC;IAC
3557105;VOTUPORANGA;Votuporanga;Regional Votuporanga;-50,002808;-20,444913;Instituto Agronômico - IAC;IAC
3502804;ARAÇATUBA;Araçatuba;Regional Araçatuba;-50,485503;-21,14638;Instituto Biológico - IB;IB
3505807;BASTOS;Bastos;Regional Tupã;-50,771543;-21,951551;Instituto Biológico - IB;IB
3509502;CAMPINAS;Campinas;Regional Campinas;-47,033004;-22,885107;Instituto Biológico - IB;IB
3513702;DESCALVADO;Descalvado;Regional Araraquara;-47,651036;-21,878994;Instituto Biológico - IB;IB
3538006;PINDAMONHANGABA;Pindamonhangaba;Regional Pindamonhangaba;-45,492104;-22,906833;Instituto Biológico - IB;IB
3543402;RIBEIRÃO PRETO;Ribeirão Preto;Regional Ribeirão Preto;-47,816807;-21,215094;Instituto Biológico - IB;IB
3550308;SÃO PAULO;São Paulo;Regional São Paulo;-46,76089;-23,536258;Instituto Biológico - IB;IB
3552205;SOROCABA;Sorocaba;Regional Sorocaba;-47,437818;-23,465637;Instituto Biológico - IB;IB
3557105;VOTUPORANGA;Votuporanga;Regional Votuporanga;-50,002808;-20,444913;Instituto Biológico - IB;IB
3550308;SÃO PAULO;São Paulo;Regional São Paulo;-46,76089;-23,536258;Instituto de Economia Agrícola - IEA;IEA
3509700;CAMPOS DO JORDÃO;Campos do Jordão;Regional Pindamonhangaba;-45,533846;-22,712054;Instituto de Pesca - IP;IP
3509908;CANANÉIA;Cananéia;Regional Registro;-47,984009;-25,066788;Instituto de Pesca - IP;IP
3539301;PIRASSUNUNGA;Pirassununga;Regional Limeira;-47,415938;-21,969312;Instituto de Pesca - IP;IP
3548500;SANTOS;Santos;Regional São Paulo;-46,349656;-23,977624;Instituto de Pesca - IP;IP
3549805;SÃO JOSÉ DO RIO PRETO;São José do Rio Preto;Regional São José do Rio Preto;-49,362207;-20,789169;Instituto de Pesca - IP;IP
3550308;SÃO PAULO;São Paulo;Regional São Paulo;-46,76089;-23,536258;Instituto de Pesca - IP;IP
3555406;UBATUBA;Ubatuba;Regional Pindamonhangaba;-45,013022;-23,424839;Instituto de Pesca - IP;IP
3509502;CAMPINAS;Campinas;Regional Campinas;-47,033004;-22,885107;Instituto de Tecnologia de Alimentos - IAC;IAC
3533403;NOVA ODESSA;Nova Odessa;Regional Piracicaba;-47,288743;-22,777703;Instituto de Zootecnia - IZ;IZ
3538709;PIRACICABA;Piracicaba;Regional Piracicaba;-47,795846;-22,707734;Instituto de Zootecnia - IZ;IZ
3542602;REGISTRO;Registro;Regional Registro;-47,854993;-24,514842;Instituto de Zootecnia - IZ;IZ
3543402;RIBEIRÃO PRETO;Ribeirão Preto;Regional Ribeirão Preto;-47,816807;-21,215094;Instituto de Zootecnia - IZ;IZ
3549805;SÃO JOSÉ DO RIO PRETO;São José do Rio Preto;Regional São José do Rio Preto;-49,362207;-20,789169;Instituto de Zootecnia - IZ;IZ
3551702;SERTÃOZINHO;Sertãozinho;Regional Ribeirão Preto;-48,026813;-21,101173;Instituto de Zootecnia - IZ;IZ
